"country_name","debt_change_percentage"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sub-Saharan Africa (excluding high income)","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Sudan","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Syrian Arab Republic","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tajikistan","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
"Tanzania","-100.00"
